order_id,date_key,customer_key,product_key,store_key,unit_price_pkr,quantity,discount_pct,discount_amount_pkr,sales_pkr,profit_pkr,profit_margin_pct,payment_method,delivery_type
ORD001010,20250618,2,40,3,97.0,2,0,0,194.0,36.0,18.6,EasyPaisa,In-Store
ORD001010,20250618,2,2,3,520.0,4,0,0,2080.0,480.0,23.1,Debit Card,In-Store
ORD001010,20250618,2,37,3,1143.0,1,0,0,1143.0,94.0,8.2,EasyPaisa,In-Store
ORD001010,20250618,2,41,3,853.0,3,15,384,2175.0,433.0,19.9,Cash,Home Delivery
ORD001010,20250618,2,42,3,30.0,2,15,9,51.0,10.0,19.6,Debit Card,In-Store
ORD001011,20260402,3,43,5,320.0,2,5,32,608.0,137.0,22.5,Cash,In-Store
ORD001012,20260120,3,44,6,78.0,4,0,0,312.0,29.0,9.3,Debit Card,Home Delivery
ORD001012,20260120,3,45,6,696.0,1,5,35,661.0,88.0,13.3,Debit Card,In-Store
ORD001012,20260120,3,1,6,98.0,1,0,0,98.0,17.0,17.3,Cash,In-Store
ORD001012,20260120,3,17,6,129.0,3,10,39,348.0,40.0,11.5,EasyPaisa,Home Delivery
ORD001012,20260120,3,46,6,370.0,3,0,0,1110.0,243.0,21.9,Debit Card,In-Store
ORD001012,20260120,3,25,6,125.0,4,0,0,500.0,101.0,20.2,Cash,In-Store
ORD001013,20260124,3,47,1,858.0,3,0,0,2574.0,513.0,19.9,Cash,In-Store
ORD001013,20260124,3,41,1,789.0,4,15,473,2683.0,553.0,20.6,Debit Card,In-Store
ORD001013,20260124,3,33,1,1124.0,3,0,0,3372.0,339.0,10.1,Debit Card,In-Store
ORD001013,20260124,3,48,1,724.0,4,0,0,2896.0,585.0,20.2,Cash,Home Delivery
ORD001014,20250124,3,30,1,88.0,4,10,35,317.0,33.0,10.4,Debit Card,In-Store
ORD001014,20250124,3,49,1,222.0,1,5,11,211.0,47.0,22.3,Debit Card,In-Store
ORD001015,20251221,3,39,5,635.0,1,10,64,571.0,105.0,18.4,Credit Card,Home Delivery
ORD001015,20251221,3,37,5,1315.0,4,15,789,4471.0,937.0,21.0,Credit Card,Home Delivery
ORD001015,20251221,3,50,5,88.0,3,5,13,251.0,54.0,21.5,Cash,Home Delivery
ORD001016,20251105,3,14,1,545.0,2,10,109,981.0,198.0,20.2,EasyPaisa,In-Store
ORD001016,20251105,3,51,1,636.0,2,15,191,1081.0,266.0,24.6,Cash,In-Store
ORD001016,20251105,3,52,1,368.0,1,10,37,331.0,54.0,16.3,JazzCash,Home Delivery
ORD001016,20251105,3,18,1,301.0,3,5,45,858.0,187.0,21.8,JazzCash,In-Store
ORD001016,20251105,3,53,1,1757.0,1,0,0,1757.0,341.0,19.4,Cash,In-Store
ORD001017,20260120,3,10,2,207.0,3,10,62,559.0,48.0,8.6,Debit Card,In-Store
ORD001017,20260120,3,54,2,100.0,2,10,20,180.0,26.0,14.4,JazzCash,In-Store
ORD001017,20260120,3,55,2,76.0,1,5,4,72.0,11.0,15.3,EasyPaisa,In-Store
ORD001017,20260120,3,14,2,524.0,1,0,0,524.0,60.0,11.5,Debit Card,In-Store
ORD001017,20260120,3,56,2,68.0,3,10,20,184.0,38.0,20.7,Cash,In-Store
ORD001018,20250531,3,10,6,230.0,2,0,0,460.0,66.0,14.3,Debit Card,In-Store
ORD001018,20250531,3,22,6,417.0,3,10,125,1126.0,252.0,22.4,Cash,In-Store
ORD001018,20250531,3,42,6,31.0,4,0,0,124.0,11.0,8.9,Credit Card,In-Store
ORD001019,20260201,3,57,1,296.0,1,0,0,296.0,50.0,16.9,Cash,In-Store
ORD001019,20260201,3,58,1,216.0,2,10,43,389.0,58.0,14.9,Credit Card,In-Store
ORD001019,20260201,3,59,1,186.0,2,0,0,372.0,53.0,14.2,Cash,Home Delivery
ORD001019,20260201,3,52,1,323.0,1,0,0,323.0,50.0,15.5,EasyPaisa,In-Store
ORD001019,20260201,3,33,1,1140.0,1,0,0,1140.0,165.0,14.5,Cash,Home Delivery
ORD001020,20250512,3,60,5,1446.0,4,0,0,5784.0,1346.0,23.3,Cash,In-Store
ORD001020,20250512,3,61,5,3051.0,1,0,0,3051.0,748.0,24.5,JazzCash,In-Store
ORD001020,20250512,3,3,5,801.0,1,15,120,681.0,144.0,21.1,EasyPaisa,Home Delivery
ORD001020,20250512,3,30,5,80.0,1,15,12,68.0,16.0,23.5,EasyPaisa,Home Delivery
ORD001020,20250512,3,2,5,504.0,1,0,0,504.0,42.0,8.3,EasyPaisa,In-Store
ORD001021,20250120,3,17,4,121.0,3,10,36,327.0,72.0,22.0,Credit Card,Home Delivery
ORD001021,20250120,3,38,4,50.0,4,5,10,190.0,29.0,15.3,Cash,Home Delivery
ORD001022,20251001,4,62,4,187.0,1,0,0,187.0,26.0,13.9,JazzCash,In-Store
ORD001022,20251001,4,63,4,550.0,3,0,0,1650.0,302.0,18.3,Credit Card,Home Delivery
ORD001023,20250715,4,23,6,383.0,2,0,0,766.0,159.0,20.8,JazzCash,In-Store
ORD001024,20251121,4,5,2,415.0,3,0,0,1245.0,217.0,17.4,JazzCash,In-Store
ORD001024,20251121,4,58,2,200.0,1,10,20,180.0,33.0,18.3,JazzCash,In-Store
ORD001024,20251121,4,18,2,264.0,3,15,119,673.0,157.0,23.3,Credit Card,In-Store
ORD001024,20251121,4,39,2,703.0,4,10,281,2531.0,264.0,10.4,Cash,In-Store
ORD001024,20251121,4,64,2,732.0,3,0,0,2196.0,426.0,19.4,JazzCash,In-Store
ORD001025,20260312,4,64,5,815.0,2,5,82,1548.0,374.0,24.2,Credit Card,In-Store
ORD001025,20260312,4,52,5,322.0,2,10,64,580.0,53.0,9.1,Cash,In-Store
ORD001025,20260312,4,22,5,446.0,4,10,178,1606.0,309.0,19.2,EasyPaisa,In-Store
ORD001025,20260312,4,36,5,117.0,3,5,18,333.0,36.0,10.8,Credit Card,In-Store
ORD001025,20260312,4,65,5,334.0,2,15,100,568.0,88.0,15.5,Credit Card,In-Store
ORD001025,20260312,4,13,5,559.0,3,5,84,1593.0,248.0,15.6,Credit Card,Home Delivery
ORD001025,20260312,4,54,5,89.0,1,10,9,80.0,8.0,10.0,Credit Card,In-Store
ORD001025,20260312,4,66,5,171.0,2,15,51,291.0,27.0,9.3,Cash,In-Store
ORD001026,20251120,5,30,4,88.0,4,0,0,352.0,50.0,14.2,Cash,In-Store
ORD001026,20251120,5,29,4,377.0,2,10,75,679.0,65.0,9.6,Credit Card,In-Store
ORD001026,20251120,5,67,4,64.0,2,10,13,115.0,23.0,20.0,JazzCash,In-Store
ORD001026,20251120,5,68,4,79.0,4,10,32,284.0,69.0,24.3,EasyPaisa,In-Store
ORD001026,20251120,5,52,4,381.0,4,0,0,1524.0,179.0,11.7,Debit Card,In-Store
ORD001026,20251120,5,69,4,172.0,1,0,0,172.0,15.0,8.7,Cash,In-Store
ORD001026,20251120,5,70,4,1491.0,4,5,298,5666.0,1302.0,23.0,Cash,In-Store
ORD001027,20250222,5,48,1,663.0,2,5,66,1260.0,179.0,14.2,EasyPaisa,In-Store
ORD001027,20250222,5,71,1,371.0,3,0,0,1113.0,187.0,16.8,Credit Card,In-Store
ORD001027,20250222,5,69,1,191.0,4,10,76,688.0,56.0,8.1,Cash,Home Delivery
ORD001027,20250222,5,20,1,151.0,2,10,30,272.0,52.0,19.1,Cash,In-Store
ORD001027,20250222,5,70,1,1397.0,2,10,279,2515.0,508.0,20.2,Cash,In-Store
ORD001028,20250801,5,12,3,418.0,4,10,167,1505.0,162.0,10.8,Debit Card,In-Store
ORD001028,20250801,5,5,3,345.0,2,10,69,621.0,112.0,18.0,Cash,In-Store
ORD001029,20260402,5,56,5,65.0,2,5,6,124.0,23.0,18.5,JazzCash,In-Store
ORD001029,20260402,5,72,5,381.0,3,0,0,1143.0,179.0,15.7,Debit Card,Home Delivery
ORD001029,20260402,5,69,5,170.0,2,5,17,323.0,59.0,18.3,JazzCash,In-Store
ORD001030,20251116,5,72,1,331.0,1,5,17,314.0,32.0,10.2,Cash,In-Store
ORD001030,20251116,5,73,1,1598.0,4,10,639,5753.0,554.0,9.6,Debit Card,In-Store
ORD001030,20251116,5,10,1,202.0,1,15,30,172.0,18.0,10.5,JazzCash,In-Store
ORD001030,20251116,5,41,1,854.0,4,0,0,3416.0,781.0,22.9,EasyPaisa,Home Delivery
ORD001030,20251116,5,74,1,381.0,2,5,38,724.0,155.0,21.4,Debit Card,In-Store
ORD001031,20251029,5,75,1,85.0,3,0,0,255.0,60.0,23.5,Cash,In-Store
ORD001031,20251029,5,76,1,57.0,4,0,0,228.0,46.0,20.2,Cash,In-Store
ORD001032,20250924,5,8,4,326.0,1,15,49,277.0,50.0,18.1,Credit Card,Home Delivery
ORD001032,20250924,5,6,4,153.0,3,15,69,390.0,58.0,14.9,Cash,Home Delivery
ORD001032,20250924,5,26,4,328.0,4,10,131,1181.0,206.0,17.4,Credit Card,In-Store
ORD001032,20250924,5,77,4,338.0,3,5,51,963.0,197.0,20.5,EasyPaisa,In-Store
ORD001032,20250924,5,53,4,1781.0,2,15,534,3028.0,731.0,24.1,Cash,In-Store
ORD001032,20250924,5,35,4,185.0,4,10,74,666.0,123.0,18.5,EasyPaisa,In-Store
ORD001032,20250924,5,78,4,156.0,2,15,47,265.0,21.0,7.9,Cash,In-Store
ORD001033,20250830,5,40,5,99.0,1,5,5,94.0,17.0,18.1,JazzCash,In-Store
ORD001033,20250830,5,13,5,566.0,1,0,0,566.0,107.0,18.9,Debit Card,In-Store
ORD001033,20250830,5,69,5,193.0,2,10,39,347.0,45.0,13.0,Cash,In-Store
ORD001033,20250830,5,25,5,124.0,2,0,0,248.0,30.0,12.1,Cash,In-Store
ORD001033,20250830,5,2,5,528.0,1,5,26,502.0,70.0,13.9,Debit Card,Home Delivery
ORD001033,20250830,5,79,5,893.0,2,15,268,1518.0,303.0,20.0,Cash,In-Store
ORD001033,20250830,5,80,5,116.0,3,0,0,348.0,41.0,11.8,Cash,Home Delivery
ORD001034,20250726,5,69,5,177.0,2,0,0,354.0,62.0,17.5,JazzCash,In-Store
ORD001035,20250624,5,31,4,1312.0,4,10,525,4723.0,766.0,16.2,Cash,In-Store
ORD001035,20250624,5,37,4,1244.0,4,10,498,4478.0,1014.0,22.6,Debit Card,In-Store
ORD001035,20250624,5,58,4,201.0,3,15,90,513.0,110.0,21.4,Cash,In-Store
ORD001035,20250624,5,59,4,177.0,3,0,0,531.0,89.0,16.8,Cash,In-Store
ORD001035,20250624,5,54,4,91.0,2,5,9,173.0,34.0,19.7,Credit Card,In-Store
ORD001036,20251011,5,53,2,1800.0,2,0,0,3600.0,432.0,12.0,Cash,In-Store
ORD001036,20251011,5,33,2,1040.0,2,0,0,2080.0,462.0,22.2,Credit Card,In-Store
ORD001036,20251011,5,67,2,55.0,1,0,0,55.0,11.0,20.0,EasyPaisa,Home Delivery
ORD001036,20251011,5,59,2,190.0,1,10,19,171.0,42.0,24.6,Debit Card,In-Store
ORD001036,20251011,5,7,2,60.0,3,10,18,162.0,37.0,22.8,Debit Card,In-Store
ORD001036,20251011,5,42,2,29.0,3,10,9,78.0,8.0,10.3,JazzCash,Home Delivery
ORD001036,20251011,5,63,2,566.0,4,0,0,2264.0,375.0,16.6,Debit Card,In-Store
ORD001036,20251011,5,10,2,241.0,4,15,145,819.0,138.0,16.8,Credit Card,In-Store
ORD001037,20251212,6,20,2,162.0,2,0,0,324.0,41.0,12.7,JazzCash,In-Store
ORD001037,20251212,6,66,2,169.0,3,5,25,482.0,56.0,11.6,EasyPaisa,In-Store
ORD001037,20251212,6,81,2,557.0,3,0,0,1671.0,262.0,15.7,JazzCash,In-Store
ORD001037,20251212,6,78,2,170.0,2,15,51,289.0,36.0,12.5,Cash,Home Delivery
ORD001037,20251212,6,82,2,610.0,4,15,366,2074.0,219.0,10.6,Cash,In-Store
ORD001037,20251212,6,18,2,280.0,4,15,168,952.0,160.0,16.8,EasyPaisa,In-Store
ORD001037,20251212,6,69,2,173.0,4,10,69,623.0,141.0,22.6,Cash,Home Delivery
ORD001038,20250220,6,56,1,65.0,3,15,29,166.0,16.0,9.6,EasyPaisa,In-Store
ORD001038,20250220,6,67,1,58.0,3,10,17,157.0,27.0,17.2,Credit Card,In-Store
ORD001038,20250220,6,37,1,1179.0,1,0,0,1179.0,268.0,22.7,JazzCash,In-Store
ORD001039,20251023,6,83,5,155.0,3,5,23,442.0,94.0,21.3,Debit Card,In-Store
ORD001039,20251023,6,84,5,123.0,4,5,25,467.0,88.0,18.8,Cash,In-Store
ORD001039,20251023,6,33,5,1083.0,3,10,325,2924.0,518.0,17.7,Cash,In-Store
ORD001040,20250625,7,53,2,1718.0,4,5,344,6528.0,1389.0,21.3,Credit Card,Home Delivery
ORD001040,20250625,7,8,2,327.0,4,0,0,1308.0,132.0,10.1,Cash,In-Store
ORD001040,20250625,7,36,2,104.0,1,5,5,99.0,10.0,10.1,Cash,Home Delivery
ORD001040,20250625,7,34,2,435.0,1,5,22,413.0,70.0,16.9,Cash,In-Store
ORD001040,20250625,7,7,2,61.0,3,0,0,183.0,35.0,19.1,Debit Card,In-Store
ORD001040,20250625,7,80,2,114.0,2,0,0,228.0,35.0,15.4,Cash,In-Store
ORD001041,20250927,7,68,2,91.0,3,0,0,273.0,62.0,22.7,Debit Card,In-Store
ORD001042,20251008,7,51,6,595.0,4,5,119,2261.0,382.0,16.9,EasyPaisa,In-Store
ORD001042,20251008,7,70,6,1494.0,3,0,0,4482.0,972.0,21.7,Debit Card,In-Store
ORD001042,20251008,7,38,6,49.0,3,0,0,147.0,19.0,12.9,Cash,In-Store
ORD001043,20250626,7,31,3,1272.0,4,0,0,5088.0,1096.0,21.5,JazzCash,In-Store
ORD001043,20250626,7,43,3,314.0,2,5,31,597.0,88.0,14.7,Cash,Home Delivery
ORD001043,20250626,7,26,3,330.0,4,0,0,1320.0,200.0,15.2,Cash,In-Store
ORD001043,20250626,7,57,3,288.0,3,0,0,864.0,130.0,15.0,Cash,In-Store
ORD001043,20250626,7,62,3,172.0,2,5,17,327.0,60.0,18.3,Credit Card,Home Delivery
ORD001043,20250626,7,12,3,405.0,2,0,0,810.0,72.0,8.9,JazzCash,In-Store
ORD001043,20250626,7,9,3,854.0,2,0,0,1708.0,215.0,12.6,EasyPaisa,Home Delivery
ORD001043,20250626,7,30,3,80.0,1,0,0,80.0,7.0,8.8,Cash,In-Store
ORD001044,20250804,7,2,3,437.0,2,5,44,830.0,76.0,9.2,Debit Card,In-Store
ORD001044,20250804,7,4,3,103.0,2,0,0,206.0,45.0,21.8,Cash,In-Store
ORD001044,20250804,7,51,3,567.0,2,5,57,1077.0,131.0,12.2,Cash,In-Store
ORD001044,20250804,7,58,3,230.0,4,0,0,920.0,155.0,16.8,Cash,Home Delivery
ORD001044,20250804,7,68,3,88.0,4,0,0,352.0,84.0,23.9,Cash,In-Store
ORD001044,20250804,7,45,3,618.0,1,0,0,618.0,70.0,11.3,Cash,In-Store
ORD001044,20250804,7,79,3,843.0,1,5,42,801.0,108.0,13.5,Cash,In-Store
ORD001044,20250804,7,14,3,568.0,1,0,0,568.0,46.0,8.1,Cash,Home Delivery
ORD001045,20250321,8,85,3,138.0,4,10,55,497.0,68.0,13.7,EasyPaisa,In-Store
ORD001045,20250321,8,86,3,272.0,1,0,0,272.0,54.0,19.9,Cash,In-Store
ORD001046,20250907,8,16,2,890.0,4,0,0,3560.0,702.0,19.7,Credit Card,In-Store
ORD001046,20250907,8,87,2,302.0,3,5,45,861.0,172.0,20.0,JazzCash,In-Store
ORD001046,20250907,8,64,2,732.0,4,0,0,2928.0,505.0,17.2,Credit Card,Home Delivery
ORD001046,20250907,8,62,2,193.0,3,10,58,521.0,123.0,23.6,JazzCash,In-Store
ORD001046,20250907,8,27,2,282.0,1,5,14,268.0,35.0,13.1,Credit Card,In-Store
ORD001046,20250907,8,88,2,162.0,4,15,97,551.0,91.0,16.5,EasyPaisa,In-Store
ORD001047,20260329,8,83,4,141.0,4,15,85,479.0,79.0,16.5,JazzCash,In-Store
ORD001047,20260329,8,21,4,463.0,3,15,208,1181.0,159.0,13.5,Cash,In-Store
ORD001047,20260329,8,44,4,85.0,1,0,0,85.0,9.0,10.6,Cash,In-Store
ORD001047,20260329,8,81,4,518.0,1,0,0,518.0,44.0,8.5,EasyPaisa,Home Delivery
ORD001047,20260329,8,73,4,1508.0,4,15,905,5127.0,925.0,18.0,Cash,In-Store
ORD001047,20260329,8,13,4,531.0,2,0,0,1062.0,87.0,8.2,Cash,Home Delivery
ORD001048,20260401,8,77,4,339.0,3,0,0,1017.0,224.0,22.0,Credit Card,In-Store
ORD001048,20260401,8,19,4,405.0,1,0,0,405.0,97.0,24.0,JazzCash,In-Store
ORD001048,20260401,8,56,4,68.0,1,10,7,61.0,9.0,14.8,Cash,In-Store
ORD001048,20260401,8,78,4,162.0,2,10,32,292.0,44.0,15.1,Cash,In-Store
ORD001048,20260401,8,16,4,884.0,4,5,177,3359.0,773.0,23.0,Cash,In-Store
ORD001048,20260401,8,63,4,520.0,4,15,312,1768.0,189.0,10.7,JazzCash,Home Delivery
ORD001048,20260401,8,89,4,130.0,3,10,39,351.0,87.0,24.8,Credit Card,In-Store
ORD001048,20260401,8,3,4,895.0,4,5,179,3401.0,750.0,22.1,Credit Card,In-Store
ORD001049,20251016,8,90,5,408.0,3,5,61,1163.0,182.0,15.6,Debit Card,In-Store
ORD001049,20251016,8,30,5,93.0,1,10,9,84.0,7.0,8.3,Cash,In-Store
ORD001049,20251016,8,52,5,336.0,1,0,0,336.0,39.0,11.6,Credit Card,In-Store
ORD001049,20251016,8,63,5,564.0,3,10,169,1523.0,266.0,17.5,JazzCash,In-Store
ORD001050,20250218,8,33,4,1168.0,3,0,0,3504.0,620.0,17.7,JazzCash,In-Store
ORD001050,20250218,8,91,4,125.0,1,5,6,119.0,13.0,10.9,EasyPaisa,In-Store
ORD001050,20250218,8,76,4,54.0,3,10,16,146.0,21.0,14.4,Cash,In-Store
ORD001050,20250218,8,69,4,194.0,3,5,29,553.0,83.0,15.0,Cash,In-Store
ORD001050,20250218,8,78,4,164.0,1,15,25,139.0,20.0,14.4,Credit Card,In-Store
ORD001050,20250218,8,20,4,161.0,3,0,0,483.0,65.0,13.5,EasyPaisa,In-Store
ORD001050,20250218,8,85,4,137.0,2,15,41,233.0,58.0,24.9,Debit Card,In-Store
ORD001050,20250218,8,92,4,138.0,2,5,14,262.0,28.0,10.7,Credit Card,In-Store
ORD001051,20250901,8,52,5,333.0,4,5,67,1265.0,209.0,16.5,EasyPaisa,In-Store
ORD001052,20260126,8,16,2,806.0,2,0,0,1612.0,342.0,21.2,Credit Card,In-Store
ORD001052,20260126,8,93,2,88.0,1,5,4,84.0,12.0,14.3,Cash,In-Store
ORD001052,20260126,8,57,2,285.0,3,0,0,855.0,180.0,21.1,Cash,In-Store
ORD001052,20260126,8,94,2,389.0,4,5,78,1478.0,130.0,8.8,Cash,In-Store
ORD001052,20260126,8,8,2,326.0,3,15,147,831.0,187.0,22.5,Cash,In-Store
ORD001052,20260126,8,59,2,196.0,2,0,0,392.0,89.0,22.7,Credit Card,In-Store
ORD001052,20260126,8,82,2,675.0,3,0,0,2025.0,267.0,13.2,Debit Card,In-Store
ORD001052,20260126,8,71,2,358.0,3,10,107,967.0,112.0,11.6,JazzCash,In-Store
ORD001053,20251008,8,26,6,341.0,1,15,51,290.0,49.0,16.9,Credit Card,In-Store
ORD001053,20251008,8,51,6,555.0,1,15,83,472.0,87.0,18.4,Cash,Home Delivery
ORD001053,20251008,8,65,6,292.0,1,15,44,248.0,31.0,12.5,EasyPaisa,In-Store
ORD001054,20260319,8,36,4,104.0,4,5,21,395.0,66.0,16.7,EasyPaisa,In-Store
ORD001055,20260408,8,18,3,254.0,1,10,25,229.0,30.0,13.1,Debit Card,Home Delivery
ORD001055,20260408,8,32,3,199.0,2,15,60,338.0,47.0,13.9,EasyPaisa,In-Store
ORD001055,20260408,8,31,3,1319.0,2,10,264,2374.0,301.0,12.7,Cash,In-Store
ORD001055,20260408,8,40,3,102.0,4,0,0,408.0,98.0,24.0,Credit Card,In-Store
ORD001055,20260408,8,42,3,29.0,2,5,3,55.0,11.0,20.0,Cash,Home Delivery
ORD001055,20260408,8,93,3,84.0,2,10,17,151.0,16.0,10.6,Credit Card,In-Store
ORD001055,20260408,8,46,3,383.0,4,0,0,1532.0,292.0,19.1,JazzCash,In-Store
ORD001055,20260408,8,74,3,337.0,2,15,101,573.0,133.0,23.2,Cash,Home Delivery
ORD001056,20260411,8,53,2,1686.0,1,0,0,1686.0,343.0,20.3,Credit Card,Home Delivery
ORD001056,20260411,8,13,2,500.0,4,15,300,1700.0,406.0,23.9,EasyPaisa,In-Store
ORD001056,20260411,8,16,2,897.0,2,0,0,1794.0,184.0,10.3,Cash,In-Store
ORD001057,20251018,9,32,5,201.0,3,5,30,573.0,59.0,10.3,JazzCash,Home Delivery
ORD001057,20251018,9,92,5,131.0,3,5,20,373.0,61.0,16.4,Cash,In-Store
ORD001057,20251018,9,10,5,208.0,2,5,21,395.0,83.0,21.0,Cash,In-Store
ORD001057,20251018,9,60,5,1370.0,4,15,822,4658.0,1155.0,24.8,Cash,In-Store
ORD001058,20250401,9,26,6,358.0,1,5,18,340.0,69.0,20.3,Debit Card,In-Store
ORD001058,20250401,9,81,6,515.0,1,0,0,515.0,118.0,22.9,Cash,Home Delivery
ORD001058,20250401,9,18,6,283.0,1,10,28,255.0,54.0,21.2,Cash,In-Store
ORD001058,20250401,9,74,6,346.0,3,0,0,1038.0,220.0,21.2,Credit Card,Home Delivery
ORD001058,20250401,9,85,6,148.0,2,10,30,266.0,63.0,23.7,EasyPaisa,In-Store
ORD001058,20250401,9,75,6,91.0,4,5,18,346.0,33.0,9.5,JazzCash,In-Store
ORD001058,20250401,9,95,6,1742.0,2,15,523,2961.0,512.0,17.3,Debit Card,Home Delivery
ORD001058,20250401,9,83,6,149.0,3,0,0,447.0,70.0,15.7,EasyPaisa,In-Store
ORD001059,20260328,9,54,6,99.0,2,0,0,198.0,19.0,9.6,EasyPaisa,Home Delivery
ORD001059,20260328,9,81,6,477.0,3,15,215,1216.0,177.0,14.6,JazzCash,In-Store
ORD001060,20250713,9,96,5,1119.0,2,0,0,2238.0,247.0,11.0,EasyPaisa,In-Store
ORD001060,20250713,9,30,5,82.0,4,15,49,279.0,59.0,21.1,Debit Card,In-Store
ORD001060,20250713,9,72,5,323.0,2,0,0,646.0,157.0,24.3,Cash,In-Store
ORD001060,20250713,9,45,5,645.0,1,5,32,613.0,106.0,17.3,Cash,Home Delivery
ORD001060,20250713,9,97,5,453.0,2,15,136,770.0,124.0,16.1,Debit Card,Home Delivery
ORD001060,20250713,9,98,5,357.0,1,0,0,357.0,43.0,12.0,JazzCash,In-Store
ORD001060,20250713,9,15,5,591.0,2,0,0,1182.0,106.0,9.0,Credit Card,In-Store
ORD001061,20250316,9,45,4,606.0,2,0,0,1212.0,223.0,18.4,EasyPaisa,In-Store
ORD001061,20250316,9,40,4,100.0,4,0,0,400.0,95.0,23.8,Cash,In-Store
ORD001061,20250316,9,17,4,117.0,3,5,18,333.0,73.0,21.9,Debit Card,In-Store
ORD001061,20250316,9,11,4,646.0,3,0,0,1938.0,384.0,19.8,Credit Card,In-Store
